Gene ID,Gene Name,Score(d),Numerator(r),Denominator(s+s0),FoldChange,q-value(%),PEP,Log10FoldChange,AbsLog10FoldChange
IRS2,IRS2,4247,-5.488,-5465,995.853,0.263,0,FALSE,-0.580044251510242,0.580044251510242
EDA,EDA,2622,-5.487,-5464,995.853,0.34,0,TRUE,-0.468521082957745,0.468521082957745
ROBO4,ROBO4,7470,-5.484,-5461,995.853,0.293,0,FALSE,-0.533132379645891,0.533132379645891
TK2,TK2,9014,-5.484,-5461,995.853,0.482,0,TRUE,-0.31695296176115,0.31695296176115
EPM2A,EPM2A,2820,-5.48,-5457,995.853,0.509,0,FALSE,-0.293282217663241,0.293282217663241
ETS2,ETS2,2887,-5.476,-5453,995.853,0.403,0,FALSE,-0.394694953858891,0.394694953858891
EVC2,EVC2,2894,-5.475,-5452,995.853,0.331,0,FALSE,-0.480172006224281,0.480172006224281
KY,KY,4583,-5.475,-5452,995.853,0.06,0,FALSE,-1.22184874961636,1.22184874961636
SEMA6D,SEMA6D,7805,-5.475,-5452,995.853,0.218,0,FALSE,-0.661543506395395,0.661543506395395
SEMA6A,SEMA6A,7802,-5.472,-5449,995.853,0.261,0,FALSE,-0.583359492661719,0.583359492661719
MYL9,MYL9,5470,-5.47,-5447,995.853,0.324,0,FALSE,-0.489454989793388,0.489454989793388
AOC2,AOC2,457,-5.469,-5446,995.853,0.202,0,FALSE,-0.694648630553376,0.694648630553376
FAT2,FAT2,3096,-5.469,-5446,995.853,0.082,0,FALSE,-1.08618614761628,1.08618614761628
TFPI,TFPI,8919,-5.469,-5446,995.853,0.251,0,FALSE,-0.600326278518962,0.600326278518962
ZNF502,ZNF502,10321,-5.468,-5445,995.853,0.337,0,FALSE,-0.472370099128661,0.472370099128661
ARHGEF15,ARHGEF15,569,-5.467,-5444,995.853,0.291,0,TRUE,-0.536107011014093,0.536107011014093
OGN,OGN,5970,-5.465,-5442,995.853,0.109,0,FALSE,-0.962573502059376,0.962573502059376
ICAM2,ICAM2,4039,-5.463,-5440,995.853,0.333,0,TRUE,-0.47755576649368,0.47755576649368
ACCS,ACCS,98,-5.462,-5439,995.853,0.398,0,FALSE,-0.400116927926312,0.400116927926312
SEPT10,SEPT10,7815,-5.457,-5434,995.853,0.529,0,FALSE,-0.276544327964814,0.276544327964814
LIX1L,LIX1L,4698,-5.456,-5433,995.853,0.45,0,FALSE,-0.346787486224656,0.346787486224656
MYCT1,MYCT1,5455,-5.456,-5433,995.853,0.294,0,FALSE,-0.531652669587843,0.531652669587843
PTGFR,PTGFR,6936,-5.456,-5433,995.853,0.129,0,FALSE,-0.889410289700751,0.889410289700751
RBP4,RBP4,7225,-5.455,-5432,995.853,0.025,0,TRUE,-1.60205999132796,1.60205999132796
RNF180,RNF180,7428,-5.454,-5431,995.853,0.337,0,FALSE,-0.472370099128661,0.472370099128661
DLEC1,DLEC1,2394,-5.453,-5430,995.853,0.258,0,FALSE,-0.58838029403677,0.58838029403677
PNPLA7,PNPLA7,6586,-5.452,-5429,995.853,0.28,0,FALSE,-0.552841968657781,0.552841968657781
F3,F3,2943,-5.445,-5422,995.853,0.204,0,FALSE,-0.690369832574101,0.690369832574101
FHL5,FHL5,3208,-5.444,-5421,995.853,0.194,0,TRUE,-0.712198270069774,0.712198270069774
TPPP,TPPP,9333,-5.443,-5420,995.853,0.221,0,TRUE,-0.655607726314889,0.655607726314889
GRASP,GRASP,3684,-5.44,-5417,995.853,0.31,0,FALSE,-0.508638306165727,0.508638306165727
CELF2,CELF2,1598,-5.438,-5415,995.853,0.266,0,FALSE,-0.575118363368933,0.575118363368933
MAP7D3,MAP7D3,4950,-5.434,-5411,995.853,0.272,0,FALSE,-0.565431095965801,0.565431095965801
RHOU,RHOU,7349,-5.433,-5410,995.853,0.281,0,FALSE,-0.55129368009492,0.55129368009492
ZC3H12C,ZC3H12C,10097,-5.432,-5409,995.853,0.324,0,TRUE,-0.489454989793388,0.489454989793388
MAGI1,MAGI1,4887,-5.429,-5406,995.853,0.464,0,FALSE,-0.333482019445119,0.333482019445119
SH3TC2,SH3TC2,7934,-5.429,-5406,995.853,0.239,0,FALSE,-0.621602099051862,0.621602099051862
ALS2CL,ALS2CL,356,-5.428,-5405,995.853,0.357,0,FALSE,-0.447331783887807,0.447331783887807
CHST7,CHST7,1715,-5.428,-5405,995.853,0.404,0,TRUE,-0.393618634889395,0.393618634889395
RXRG,RXRG,7615,-5.428,-5405,995.853,0.144,0,FALSE,-0.84163750790475,0.84163750790475
ABCB1,ABCB1,30,-5.427,-5404,995.853,0.177,0,FALSE,-0.752026733638193,0.752026733638193
DPT,DPT,2507,-5.427,-5404,995.853,0.116,0,FALSE,-0.935542010773082,0.935542010773082
C10orf10,C10orf10,1029,-5.426,-5403,995.853,0.209,0,TRUE,-0.679853713888946,0.679853713888946
LHX6,LHX6,4670,-5.426,-5403,995.853,0.246,0,TRUE,-0.609064892896621,0.609064892896621
FAM189A2,FAM189A2,3021,-5.423,-5401,995.853,0.131,0,FALSE,-0.882728704344236,0.882728704344236
TLE4,TLE4,9021,-5.423,-5401,995.853,0.351,0,FALSE,-0.454692883534176,0.454692883534176
CYP46A1,CYP46A1,2171,-5.422,-5400,995.853,0.308,0,FALSE,-0.511449283499556,0.511449283499556
HSPB7,HSPB7,4008,-5.422,-5400,995.853,0.056,0,TRUE,-1.2518119729938,1.2518119729938
NCALD,NCALD,5552,-5.42,-5398,995.853,0.225,0,FALSE,-0.647817481888638,0.647817481888638
DUSP6,DUSP6,2568,-5.419,-5397,995.853,0.308,0,FALSE,-0.511449283499556,0.511449283499556
MPDZ,MPDZ,5266,-5.419,-5397,995.853,0.429,0,TRUE,-0.367542707815276,0.367542707815276
GFRA2,GFRA2,3470,-5.416,-5394,995.853,0.147,0,FALSE,-0.832682665251824,0.832682665251824
PRKD1,PRKD1,6806,-5.414,-5392,995.853,0.336,0,FALSE,-0.473660722610156,0.473660722610156
SNTG2,SNTG2,8349,-5.41,-5388,995.853,0.157,0,FALSE,-0.804100347590766,0.804100347590766
PRX,PRX,6863,-5.402,-5380,995.853,0.317,0,FALSE,-0.498940737782249,0.498940737782249
TMEM47,TMEM47,9176,-5.402,-5380,995.853,0.299,0,FALSE,-0.52432881167557,0.52432881167557
AK3,AK3,286,-5.398,-5376,995.853,0.52,0,FALSE,-0.283996656365201,0.283996656365201
TRPC6,TRPC6,9440,-5.395,-5373,995.853,0.365,0,TRUE,-0.437707135543525,0.437707135543525
WSCD2,WSCD2,9984,-5.395,-5373,995.853,0.148,0,FALSE,-0.829738284605043,0.829738284605043
MAN2C1,MAN2C1,4909,-5.394,-5372,995.853,0.556,0,FALSE,-0.254925208417942,0.254925208417942
RBPMS,RBPMS,7229,-5.393,-5371,995.853,0.44,0,FALSE,-0.356547323513813,0.356547323513813
PAK3,PAK3,6074,-5.392,-5370,995.853,0.124,0,FALSE,-0.906578314837765,0.906578314837765
SLC19A3,SLC19A3,8035,-5.392,-5370,995.853,0.031,0,FALSE,-1.50863830616573,1.50863830616573
SKAP2,SKAP2,7987,-5.39,-5368,995.853,0.433,0,TRUE,-0.363512103646635,0.363512103646635
KLHDC1,KLHDC1,4517,-5.385,-5363,995.853,0.377,0,FALSE,-0.423658649794207,0.423658649794207
RASL12,RASL12,7170,-5.385,-5363,995.853,0.35,0,FALSE,-0.455931955649724,0.455931955649724
BMP6,BMP6,951,-5.383,-5361,995.853,0.221,0,FALSE,-0.655607726314889,0.655607726314889
ARRB1,ARRB1,634,-5.382,-5360,995.853,0.435,0,FALSE,-0.361510743045363,0.361510743045363
FEZ1,FEZ1,3178,-5.379,-5357,995.853,0.338,0,FALSE,-0.471083299722345,0.471083299722345
PKHD1L1,PKHD1L1,6457,-5.378,-5356,995.853,0.075,0,FALSE,-1.1249387366083,1.1249387366083
SEMA3D,SEMA3D,7790,-5.378,-5356,995.853,0.172,0,FALSE,-0.764471553092451,0.764471553092451
GPRC5B,GPRC5B,3664,-5.377,-5355,995.853,0.328,0,FALSE,-0.484126156288321,0.484126156288321
PHKG1,PHKG1,6362,-5.376,-5354,995.853,0.178,0,FALSE,-0.749579997691106,0.749579997691106
HHATL,HHATL,3865,-5.375,-5352.5,995.853,0.18,0,FALSE,-0.744727494896694,0.744727494896694
APOD,APOD,503,-5.373,-5351,995.853,0.115,0,FALSE,-0.939302159646388,0.939302159646388
GRK5,GRK5,3701,-5.373,-5351,995.853,0.398,0,FALSE,-0.400116927926312,0.400116927926312
ACADVL,ACADVL,87,-5.372,-5350,995.853,0.495,0,FALSE,-0.305394801066431,0.305394801066431
ANK2,ANK2,392,-5.37,-5348,995.853,0.205,0,FALSE,-0.688246138944246,0.688246138944246
NGFR,NGFR,5702,-5.368,-5346,995.853,0.128,0,FALSE,-0.892790030352132,0.892790030352132
TSPYL2,TSPYL2,9490,-5.366,-5344,995.853,0.481,0,FALSE,-0.317854923626168,0.317854923626168
ESD,ESD,2866,-5.365,-5343,995.853,0.616,0,FALSE,-0.210419287835575,0.210419287835575
ZNF677,ZNF677,10384,-5.364,-5342,995.853,0.292,0,FALSE,-0.534617148551582,0.534617148551582
PLA2R1,PLA2R1,6478,-5.361,-5339,995.853,0.37,0,TRUE,-0.431798275933005,0.431798275933005
GIMAP6,GIMAP6,3489,-5.36,-5338,995.853,0.336,0,FALSE,-0.473660722610156,0.473660722610156
CCDC85A,CCDC85A,1377,-5.355,-5333,995.853,0.203,0,FALSE,-0.692503962086787,0.692503962086787
EHD2,EHD2,2674,-5.354,-5332,995.853,0.297,0,FALSE,-0.527243550682788,0.527243550682788
PIK3R1,PIK3R1,6421,-5.352,-5330,995.853,0.371,0,FALSE,-0.430626090384954,0.430626090384954
SRL,SRL,8509,-5.352,-5330,995.853,0.268,0,FALSE,-0.571865205971211,0.571865205971211
ADCYAP1R1,ADCYAP1R1,206,-5.351,-5329,995.853,0.127,0,TRUE,-0.896196279044043,0.896196279044043
EFNB1,EFNB1,2654,-5.35,-5328,995.853,0.437,0,FALSE,-0.359518563029578,0.359518563029578
FAM49A,FAM49A,3043,-5.349,-5327,995.853,0.34,0,FALSE,-0.468521082957745,0.468521082957745
HABP4,HABP4,3769,-5.349,-5327,995.853,0.432,0,FALSE,-0.364516253185088,0.364516253185088
CNTFR,CNTFR,1848,-5.346,-5324,995.853,0.06,0,FALSE,-1.22184874961636,1.22184874961636
PRDM16,PRDM16,6764,-5.346,-5324,995.853,0.266,0,TRUE,-0.575118363368933,0.575118363368933
SNX1,SNX1,8361,-5.346,-5324,995.853,0.607,0,FALSE,-0.216811308924742,0.216811308924742
BIN1,BIN1,930,-5.345,-5323,995.853,0.305,0,FALSE,-0.515700160653214,0.515700160653214
KLF11,KLF11,4506,-5.345,-5323,995.853,0.453,0,TRUE,-0.343901797987168,0.343901797987168
PTH1R,PTH1R,6941,-5.345,-5323,995.853,0.163,0,TRUE,-0.787812395596042,0.787812395596042
CTDSP2,CTDSP2,2073,-5.341,-5319,995.853,0.634,0,FALSE,-0.197910742118267,0.197910742118267
FGD4,FGD4,3184,-5.341,-5319,995.853,0.442,0,FALSE,-0.354577730650908,0.354577730650908
NLRX1,NLRX1,5745,-5.336,-5314,995.853,0.551,0,FALSE,-0.258848401148215,0.258848401148215
ACTG2,ACTG2,138,-5.335,-5313,995.853,0.076,0,FALSE,-1.11918640771921,1.11918640771921
MFAP4,MFAP4,5135,-5.335,-5313,995.853,0.154,0,FALSE,-0.812479279163537,0.812479279163537
NLRP1,NLRP1,5743,-5.335,-5313,995.853,0.356,0,FALSE,-0.448550002027125,0.448550002027125
C19orf12,C19orf12,1077,-5.334,-5312,995.853,0.44,0,FALSE,-0.356547323513813,0.356547323513813
NAB1,NAB1,5514,-5.334,-5312,995.853,0.508,0,TRUE,-0.294136287716081,0.294136287716081
CCND2,CCND2,1408,-5.333,-5311,995.853,0.409,0,FALSE,-0.388276691992658,0.388276691992658
IFNGR1,IFNGR1,4066,-5.331,-5309,995.853,0.534,0,FALSE,-0.272458742971444,0.272458742971444
RRAS2,RRAS2,7556,-5.329,-5307,995.853,0.423,0,FALSE,-0.373659632624958,0.373659632624958
WBP4,WBP4,9889,-5.327,-5305,995.853,0.589,0,FALSE,-0.229884705212898,0.229884705212898
KIF26A,KIF26A,4481,-5.325,-5303,995.853,0.294,0,FALSE,-0.531652669587843,0.531652669587843
PKNOX2,PKNOX2,6466,-5.325,-5303,995.853,0.21,0,FALSE,-0.677780705266081,0.677780705266081
NISCH,NISCH,5727,-5.324,-5302,995.853,0.563,0,FALSE,-0.249491605148654,0.249491605148654
AKAP12,AKAP12,289,-5.322,-5300,995.853,0.201,0,FALSE,-0.696803942579511,0.696803942579511
FLNC,FLNC,3240,-5.321,-5299,995.853,0.237,0,TRUE,-0.625251653989896,0.625251653989896
DNAH1,DNAH1,2419,-5.317,-5295,995.853,0.348,0,FALSE,-0.458420756053419,0.458420756053419
PRKCA,PRKCA,6798,-5.317,-5295,995.853,0.325,0,FALSE,-0.488116639021126,0.488116639021126
LGR4,LGR4,4665,-5.315,-5293,995.853,0.313,0,FALSE,-0.504455662453552,0.504455662453552
SEC14L1,SEC14L1,7756,-5.315,-5293,995.853,0.577,0,FALSE,-0.238824186844269,0.238824186844269
CES2,CES2,1635,-5.314,-5292,995.853,0.618,0,TRUE,-0.209011524911184,0.209011524911184
DUSP1,DUSP1,2560,-5.313,-5291,995.853,0.24,0,TRUE,-0.619788758288394,0.619788758288394
FZD4,FZD4,3354,-5.313,-5291,995.853,0.219,0,TRUE,-0.659555885159882,0.659555885159882
SNX21,SNX21,8362,-5.307,-5285,995.853,0.48,0,FALSE,-0.318758762624413,0.318758762624413
BCL6,BCL6,893,-5.306,-5284,995.853,0.424,0,FALSE,-0.372634143407267,0.372634143407267
PTCH2,PTCH2,6924,-5.306,-5284,995.853,0.233,0,FALSE,-0.632644078973981,0.632644078973981
DMGDH,DMGDH,2408,-5.305,-5283,995.853,0.167,0,TRUE,-0.777283528852417,0.777283528852417
EPHB1,EPHB1,2811,-5.304,-5282,995.853,0.129,0,FALSE,-0.889410289700751,0.889410289700751
RGMA,RGMA,7307,-5.304,-5282,995.853,0.197,0,FALSE,-0.705533773838407,0.705533773838407
FERMT2,FERMT2,3174,-5.301,-5279,995.853,0.334,0,FALSE,-0.476253533188435,0.476253533188435
OLFML2A,OLFML2A,5977,-5.299,-5277,995.853,0.435,0,FALSE,-0.361510743045363,0.361510743045363
MMRN1,MMRN1,5235,-5.298,-5276,995.853,0.087,0,TRUE,-1.06048074738138,1.06048074738138
PPARA,PPARA,6663,-5.298,-5276,995.853,0.347,0,FALSE,-0.459670525209126,0.459670525209126
FLRT2,FLRT2,3242,-5.297,-5275,995.853,0.264,0,FALSE,-0.578396073130169,0.578396073130169
JAM3,JAM3,4323,-5.29,-5268,995.853,0.439,0,FALSE,-0.357535479757879,0.357535479757879
TBC1D13,TBC1D13,8798,-5.285,-5263,995.853,0.623,0,FALSE,-0.20551195334083,0.20551195334083
ADAMTSL4,ADAMTSL4,187,-5.284,-5262,995.853,0.227,0,FALSE,-0.643974142806877,0.643974142806877
PPP1R15A,PPP1R15A,6715,-5.283,-5261,995.853,0.366,0,TRUE,-0.436518914605589,0.436518914605589
RNASE4,RNASE4,7388,-5.283,-5261,995.853,0.359,0,FALSE,-0.444905551421681,0.444905551421681
ST3GAL3,ST3GAL3,8551,-5.281,-5259,995.853,0.472,0,FALSE,-0.326058001365912,0.326058001365912
JUN,JUN,4338,-5.28,-5258,995.853,0.319,0,TRUE,-0.496209316942819,0.496209316942819
EPHA2,EPHA2,2806,-5.279,-5257,995.853,0.368,0,FALSE,-0.434152181326482,0.434152181326482
MEST,MEST,5114,-5.268,-5246,995.853,0.276,0,FALSE,-0.559090917934782,0.559090917934782
MICAL3,MICAL3,5171,-5.268,-5246,995.853,0.468,0,FALSE,-0.329754146925876,0.329754146925876
RGS2,RGS2,7319,-5.266,-5244,995.853,0.204,0,FALSE,-0.690369832574101,0.690369832574101
RECK,RECK,7257,-5.26,-5238,995.853,0.33,0,FALSE,-0.481486060122112,0.481486060122112
C22orf39,C22orf39,1124,-5.259,-5237,995.853,0.544,0,FALSE,-0.26440110030182,0.26440110030182
RNF145,RNF145,7417,-5.253,-5231,995.853,0.433,0,TRUE,-0.363512103646635,0.363512103646635
HAAO,HAAO,3768,-5.25,-5228,995.853,0.322,0,TRUE,-0.492144128304169,0.492144128304169
SLC26A4,SLC26A4,8092,-5.25,-5228,995.853,0.26,0,FALSE,-0.585026652029182,0.585026652029182
FAM196B,FAM196B,3026,-5.248,-5226,995.853,0.071,0,FALSE,-1.14874165128092,1.14874165128092
GALT,GALT,3402,-5.248,-5226,995.853,0.509,0,FALSE,-0.293282217663241,0.293282217663241
SPHKAP,SPHKAP,8446,-5.245,-5223.5,995.853,0.056,0,FALSE,-1.2518119729938,1.2518119729938
TRPC1,TRPC1,9437,-5.242,-5220,995.853,0.388,0,FALSE,-0.411168274405793,0.411168274405793
MGLL,MGLL,5162,-5.241,-5219,995.853,0.226,0,TRUE,-0.645891560852599,0.645891560852599
LRP4,LRP4,4770,-5.24,-5218,995.853,0.296,0,FALSE,-0.528708288941061,0.528708288941061
EFCAB1,EFCAB1,2640,-5.239,-5217,995.853,0.101,0,FALSE,-0.995678626217357,0.995678626217357
IL17B,IL17B,4117,-5.236,-5214,995.853,0.096,0,FALSE,-1.01772876696043,1.01772876696043
SCN9A,SCN9A,7710,-5.234,-5212,995.853,0.214,0,FALSE,-0.669586226650809,0.669586226650809
ARHGAP24,ARHGAP24,549,-5.23,-5208,995.853,0.412,0,FALSE,-0.385102783966865,0.385102783966865
DAAM2,DAAM2,2184,-5.228,-5206,995.853,0.298,0,FALSE,-0.525783735923745,0.525783735923745
MAFF,MAFF,4880,-5.228,-5206,995.853,0.296,0,FALSE,-0.528708288941061,0.528708288941061
ALPL,ALPL,355,-5.226,-5204,995.853,0.243,0,FALSE,-0.614393726401688,0.614393726401688
NCAM1,NCAM1,5553,-5.226,-5204,995.853,0.162,0,FALSE,-0.790484985457369,0.790484985457369
KIT,KIT,4501,-5.224,-5202,995.853,0.098,0,FALSE,-1.00877392430751,1.00877392430751
FAM168B,FAM168B,3005,-5.221,-5199,995.853,0.62,0,FALSE,-0.207608310501746,0.207608310501746
L3MBTL4,L3MBTL4,4588,-5.22,-5198,995.853,0.211,0,TRUE,-0.675717544702307,0.675717544702307
NEXN,NEXN,5667,-5.22,-5198,995.853,0.365,0,FALSE,-0.437707135543525,0.437707135543525
PDZRN3,PDZRN3,6265,-5.22,-5198,995.853,0.399,0,FALSE,-0.399027104313252,0.399027104313252
ELMOD3,ELMOD3,2740,-5.219,-5197,995.853,0.385,0,TRUE,-0.414539270491499,0.414539270491499
H6PD,H6PD,3767,-5.218,-5196,995.853,0.543,0,FALSE,-0.265200170411153,0.265200170411153
RRAD,RRAD,7552,-5.216,-5194,995.853,0.214,0,TRUE,-0.669586226650809,0.669586226650809
SOCS2,SOCS2,8382,-5.216,-5194,995.853,0.248,0,FALSE,-0.605548319173784,0.605548319173784
TANK,TANK,8776,-5.216,-5194,995.853,0.52,0,FALSE,-0.283996656365201,0.283996656365201
FGFR1,FGFR1,3195,-5.215,-5193,995.853,0.402,0,FALSE,-0.39577394691553,0.39577394691553
PRDM5,PRDM5,6768,-5.215,-5193,995.853,0.359,0,FALSE,-0.444905551421681,0.444905551421681
RAPGEF2,RAPGEF2,7138,-5.215,-5193,995.853,0.552,0,FALSE,-0.258060922270801,0.258060922270801
MYH1,MYH1,5462,-5.213,-5191,995.853,0.109,0,FALSE,-0.962573502059376,0.962573502059376
DUSP22,DUSP22,2561,-5.212,-5190,995.853,0.532,0,FALSE,-0.274088367704952,0.274088367704952
TTC23,TTC23,9509,-5.21,-5188,995.853,0.456,0,FALSE,-0.341035157335565,0.341035157335565
MCAM,MCAM,5024,-5.209,-5187,995.853,0.276,0,FALSE,-0.559090917934782,0.559090917934782
KCNMB1,KCNMB1,4374,-5.208,-5186,995.853,0.143,0,FALSE,-0.844663962534938,0.844663962534938
CDH23,CDH23,1546,-5.207,-5185,995.853,0.201,0,FALSE,-0.696803942579511,0.696803942579511
MAP3K3,MAP3K3,4935,-5.2,-5178,995.853,0.597,0,FALSE,-0.224025668870631,0.224025668870631
PPP1R16B,PPP1R16B,6718,-5.2,-5178,995.853,0.213,0,FALSE,-0.671620396561262,0.671620396561262
TRIOBP,TRIOBP,9414,-5.2,-5178,995.853,0.59,0,FALSE,-0.229147988357856,0.229147988357856
FHOD3,FHOD3,3210,-5.196,-5174,995.853,0.323,0,FALSE,-0.490797477668897,0.490797477668897
GABRE,GABRE,3377,-5.196,-5174,995.853,0.083,0,FALSE,-1.08092190762393,1.08092190762393
LRRC34,LRRC34,4786,-5.194,-5172,995.853,0.434,0,FALSE,-0.362510270487489,0.362510270487489
ABCD4,ABCD4,42,-5.192,-5170,995.853,0.603,0,FALSE,-0.219682687859849,0.219682687859849
ACADS,ACADS,86,-5.191,-5169,995.853,0.308,0,FALSE,-0.511449283499556,0.511449283499556
PLD1,PLD1,6503,-5.187,-5165,995.853,0.41,0,FALSE,-0.387216143280265,0.387216143280265
KAT2B,KAT2B,4347,-5.183,-5162,995.853,0.416,0,FALSE,-0.380906669373257,0.380906669373257
CFI,CFI,1640,-5.181,-5160,995.853,0.362,0,FALSE,-0.441291429466834,0.441291429466834
SKI,SKI,7991,-5.18,-5159,995.853,0.614,0,FALSE,-0.211831628858832,0.211831628858832
IRX1,IRX1,4248,-5.179,-5158,995.853,0.092,0,FALSE,-1.03621217265444,1.03621217265444
TUBE1,TUBE1,9553,-5.172,-5151,995.853,0.561,0,FALSE,-0.251037138743839,0.251037138743839
PPP2R2B,PPP2R2B,6731,-5.171,-5150,995.853,0.236,0,FALSE,-0.627087997029893,0.627087997029893
PTX3,PTX3,6987,-5.17,-5149,995.853,0.13,0,TRUE,-0.886056647693163,0.886056647693163
SLC25A26,SLC25A26,8068,-5.17,-5149,995.853,0.658,0,TRUE,-0.181774106386044,0.181774106386044
PDGFRA,PDGFRA,6225,-5.169,-5148,995.853,0.36,0,FALSE,-0.443697499232713,0.443697499232713
BLCAP,BLCAP,938,-5.167,-5146,995.853,0.594,0,FALSE,-0.226213555018806,0.226213555018806
RIMS3,RIMS3,7366,-5.166,-5145,995.853,0.251,0,FALSE,-0.600326278518962,0.600326278518962
MXI1,MXI1,5444,-5.164,-5143,995.853,0.492,0,FALSE,-0.30803489723264,0.30803489723264
FAM43A,FAM43A,3038,-5.163,-5142,995.853,0.401,0,FALSE,-0.396855627379818,0.396855627379818
MAP2K5,MAP2K5,4925,-5.163,-5142,995.853,0.695,0,FALSE,-0.158015195409886,0.158015195409886
OSBPL1A,OSBPL1A,5998,-5.163,-5142,995.853,0.481,0,FALSE,-0.317854923626168,0.317854923626168
HADH,HADH,3774,-5.158,-5137,995.853,0.472,0,FALSE,-0.326058001365912,0.326058001365912
GAS1,GAS1,3412,-5.155,-5134,995.853,0.337,0,FALSE,-0.472370099128661,0.472370099128661
TTLL10,TTLL10,9533,-5.15,-5129,995.853,0.277,0,FALSE,-0.557520230935551,0.557520230935551
ZBTB47,ZBTB47,10085,-5.146,-5125,995.853,0.499,0,FALSE,-0.30189945437661,0.30189945437661
ZFP36L2,ZFP36L2,10162,-5.146,-5125,995.853,0.408,0,FALSE,-0.38933983691012,0.38933983691012
WLS,WLS,9965,-5.144,-5123,995.853,0.3,0,FALSE,-0.522878745280338,0.522878745280338
PLXNA4,PLXNA4,6556,-5.142,-5121,995.853,0.136,0,FALSE,-0.866461091629782,0.866461091629782
PPARGC1A,PPARGC1A,6665,-5.141,-5120,995.853,0.195,0,FALSE,-0.709965388637482,0.709965388637482
VWF,VWF,9878,-5.14,-5119,995.853,0.279,0,FALSE,-0.554395796726402,0.554395796726402
CYP39A1,CYP39A1,2170,-5.139,-5118,995.853,0.175,0,FALSE,-0.756961951313706,0.756961951313706
CNKSR2,CNKSR2,1828,-5.137,-5116,995.853,0.163,0,FALSE,-0.787812395596042,0.787812395596042
PDE7B,PDE7B,6216,-5.136,-5115,995.853,0.318,0,FALSE,-0.497572880015567,0.497572880015567
RAB6B,RAB6B,7077,-5.135,-5114,995.853,0.357,0,TRUE,-0.447331783887807,0.447331783887807
SAT2,SAT2,7666,-5.132,-5111,995.853,0.549,0,FALSE,-0.260427655549908,0.260427655549908
LCA5,LCA5,4630,-5.131,-5110,995.853,0.441,0,FALSE,-0.355561410532161,0.355561410532161
EHBP1,EHBP1,2672,-5.13,-5109,995.853,0.479,0,FALSE,-0.319664486585437,0.319664486585437
ZHX3,ZHX3,10186,-5.128,-5107,995.853,0.52,0,FALSE,-0.283996656365201,0.283996656365201
GNE,GNE,3576,-5.124,-5103,995.853,0.491,0,FALSE,-0.308918507877032,0.308918507877032
BDH2,BDH2,906,-5.122,-5101,995.853,0.51,0,FALSE,-0.292429823902064,0.292429823902064
EPHB6,EPHB6,2815,-5.121,-5100,995.853,0.21,0,FALSE,-0.677780705266081,0.677780705266081
ITGA9,ITGA9,4278,-5.121,-5100,995.853,0.361,0,TRUE,-0.442492798094342,0.442492798094342
LGALS12,LGALS12,4657,-5.121,-5100,995.853,0.042,0,TRUE,-1.3767507096021,1.3767507096021
TMEM71,TMEM71,9197,-5.119,-5098,995.853,0.212,0,FALSE,-0.673664139071249,0.673664139071249
MID1,MID1,5175,-5.113,-5092,995.853,0.243,0,TRUE,-0.614393726401688,0.614393726401688
SNCG,SNCG,8309,-5.112,-5091,995.853,0.136,0,FALSE,-0.866461091629782,0.866461091629782
MEIS1,MEIS1,5104,-5.111,-5090,995.853,0.431,0,FALSE,-0.365522729839268,0.365522729839268
ADAMTS9,ADAMTS9,183,-5.11,-5089,995.853,0.353,0,FALSE,-0.452225294612177,0.452225294612177
RIMBP2,RIMBP2,7362,-5.109,-5088,995.853,0.269,0,FALSE,-0.570247719997592,0.570247719997592
ZFP36,ZFP36,10163,-5.108,-5087,995.853,0.236,0,FALSE,-0.627087997029893,0.627087997029893
DPYD,DPYD,2512,-5.106,-5085,995.853,0.42,0,FALSE,-0.3767507096021,0.3767507096021
ADD3,ADD3,209,-5.105,-5084,995.853,0.375,0,FALSE,-0.425968732272281,0.425968732272281
GYG2,GYG2,3756,-5.104,-5083,995.853,0.1,0,FALSE,-1,1
BHMT2,BHMT2,924,-5.102,-5081,995.853,0.151,0,FALSE,-0.821023052706831,0.821023052706831
FOS,FOS,3280,-5.101,-5080,995.853,0.157,0,FALSE,-0.804100347590766,0.804100347590766
TUB,TUB,9560,-5.101,-5080,995.853,0.359,0,FALSE,-0.444905551421681,0.444905551421681
PHF10,PHF10,6343,-5.097,-5076,995.853,0.567,0,FALSE,-0.246416941107093,0.246416941107093
TM4SF18,TM4SF18,9038,-5.092,-5071,995.853,0.287,0,FALSE,-0.542118103266008,0.542118103266008
SLIT3,SLIT3,8236,-5.087,-5066,995.853,0.256,0,FALSE,-0.59176003468815,0.59176003468815
ARHGAP6,ARHGAP6,562,-5.084,-5063,995.853,0.362,0,TRUE,-0.441291429466834,0.441291429466834
LPCAT2,LPCAT2,4741,-5.08,-5059,995.853,0.42,0,FALSE,-0.3767507096021,0.3767507096021
FRMD4A,FRMD4A,3309,-5.079,-5058,995.853,0.482,0,FALSE,-0.31695296176115,0.31695296176115
XPNPEP2,XPNPEP2,10003,-5.078,-5057,995.853,0.131,0,TRUE,-0.882728704344236,0.882728704344236
AUH,AUH,793,-5.077,-5056,995.853,0.62,0,FALSE,-0.207608310501746,0.207608310501746
CCL21,CCL21,1395,-5.077,-5056,995.853,0.08,0,FALSE,-1.09691001300806,1.09691001300806
SATB1,SATB1,7667,-5.077,-5056,995.853,0.35,0,FALSE,-0.455931955649724,0.455931955649724
